WARN  2017-08-25 19:22:31,161 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,162 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'SideMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,165 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'All Products' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,165 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Watersports' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,166 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Soccer' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,166 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Chess' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:22:31,585 [5    ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is connected: {"ConnectionId":"93019064-c479-4dd1-8d61-db5c02feb8a7","IpAddress":"::1","TenantId":1,"UserId":2,"ConnectTime":"2017-08-25T19:22:31.5792835+03:00","Properties":{}}
DEBUG 2017-08-25 19:22:31,723 [5    ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is registered: 93019064-c479-4dd1-8d61-db5c02feb8a7
WARN  2017-08-25 19:30:43,394 [26   ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,397 [26   ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,399 [26   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,400 [26   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:30:43,458 [30   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is disconnected: 93019064-c479-4dd1-8d61-db5c02feb8a7
WARN  2017-08-25 19:30:43,594 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Admin' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,595 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,598 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,599 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,600 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,601 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'SideMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,605 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'All Products' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,606 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Watersports' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,608 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Soccer' in localization source 'Sportsstore'!
WARN  2017-08-25 19:30:43,609 [31   ] naries.DictionaryBasedLocalizationSource - Can not find 'Chess' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:30:43,877 [31   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is connected: {"ConnectionId":"d45a562c-70fa-4205-9518-5a68ced4f9c4","IpAddress":"::1","TenantId":1,"UserId":2,"ConnectTime":"2017-08-25T19:30:43.8772835+03:00","Properties":{}}
